Country,Country_id,Policy_type,Policy_subtype,Policy_start_date,Air_ban,Air_ban_info,Land_ban,Land_ban_info,Sea_ban,Sea_ban_info,Citizen_ban,Citizen_ban_info,Travel_history_ban,Travel_history_ban_info,Refugee_ban,Refugee_ban_info,Visa_ban,Visa_ban_info,Citizen_exceptions,Citizen_exceptions_info,Country_exceptions,Country_exceptions_info,Work_exceptions
Mozambique,MOZ,PARTIAL,BORDER_CLOSURE,2020-10-01,1,"Afghanistan, Aland Islands, Albania, Algeria, American Samoa, Andorra, Angola, Anguilla, Antarctica, Antigua and Barbuda, Argentina, Armenia, Aruba, Australia, Austria, Azerbaijan, Bahamas, Bahrain, Bangladesh, Barbados, Belarus, Belgium, Belize, Benin, Bermuda, Bhutan, Bolivia, Bonaire, Sint Eustatius and Saba, Bosnia and Herzegovina, Botswana, Bouvet Island, Brazil, British Indian Ocean Territory, Brunei Darussalam, Bulgaria, Burkina Faso, Burundi, Cape Verde, Cambodia, Cameroon, Canada, Cayman Islands, Central African Republic, Chad, Chile, China, Christmas Island, Cocos (Keeling) Islands, Colombia, Comoros, Congo, Democratic Republic of the Congo, Cook Islands, Costa Rica, Côte d'Ivoire, Croatia, Cuba, Curaçao, Cyprus, Czech Republic, Denmark, Djibouti, Dominica, Dominican Republic, Ecuador, Egypt, El Salvador, Equatorial Guinea, Eritrea, Estonia, Eswatini, Falkland Islands (Malvinas), Faroe Islands, Fiji, Finland, France, French Guiana, French Polynesia, French Southern Territories, Gabon, Gambia, Georgia, Germany, Ghana, Gibraltar, Greece, Greenland, Grenada, Guadeloupe, Guam, Guatemala, Guernsey, Guinea, Guinea-Bissau, Guyana, Haiti, Heard Island and McDonald Islands, Holy See (Vatican City State), Honduras, Hong Kong, Hungary, Iceland, India, Indonesia, Iran, Iraq, Ireland, Isle of Man, Israel, Italy, Jamaica, Japan, Jersey, Jordan, Kazakhstan, Kiribati, North Korea, South Korea, Kuwait, Kyrgyzstan, Kosovo, Lao People's Democratic Republic, Latvia, Lebanon, Lesotho, Liberia, Libya, Liechtenstein, Lithuania, Luxembourg, Macao, North Macedonia, Madagascar, Malawi, Malaysia, Maldives, Mali, Malta, Marshall Islands, Martinique, Mauritania, Mauritius, Mayotte, Mexico, Micronesia, Federated States of, Republic of Moldova, Monaco, Mongolia, Montenegro, Montserrat, Morocco, Myanmar, Namibia, Nauru, Nepal, Netherlands, New Caledonia, New Zealand, Nicaragua, Niger, Nigeria, Niue, Norfolk Island, Northern Mariana Islands, Norway, Oman, Pakistan, Palau, Palestine, State of, Panama, Papua New Guinea, Paraguay, Peru, Philippines, Pitcairn, Poland, Puerto Rico, Réunion, Romania, Russian Federation, Rwanda, Saint Barthélemy, Saint Helena, Ascension and Tristan da Cunha, Saint Kitts and Nevis, Saint Lucia, Saint Martin (French part), Saint Pierre and Miquelon, Saint Vincent and the Grenadines, Samoa, San Marino, Sao Tome and Principe, Saudi Arabia, Senegal, Serbia, Seychelles, Sierra Leone, Singapore, Sint Maarten (Dutch part), Slovakia, Slovenia, Solomon Islands, Somalia, Somaliland, South Georgia and the South Sandwich Islands, South Sudan, Spain, Sri Lanka, Sudan, Suriname, Svalbard and Jan Mayen, Sweden, Switzerland, Syrian Arab Republic, Taiwan, Tajikistan, United Republic of Tanzania, Thailand, Timor-Leste (East Timor), Togo, Tokelau, Tonga, Trinidad and Tobago, Tunisia, Turkmenistan, Turks and Caicos Islands, Tuvalu, Uganda, Ukraine, United Arab Emirates, United Kingdom, United States Minor Outlying Islands, United States of America, Uruguay, Uzbekistan, Vanuatu, Venezuela, Vietnam, Virgin Islands, British, Virgin Islands, U.S., Wallis and Futuna, Western Sahara, Yemen, Zambia, Zimbabwe",1,"Tanzania, Malawi, Zambia, Zimbabwe, Eswatini",1,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0
Mauritania,MRT,COMPLETE,ESSENTIAL_ONLY,2020-03-22,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0
Montserrat,MSR,COMPLETE,CITIZEN_EXCEP,2020-04-13,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,1,citizens,0,no policy,0
Martinique,MTQ,COMPLETE,CITIZEN_EXCEP,2020-03-23,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,1," Reunification of families with children or dependent person, Professional obligations strictly necessary for the continuity of essential services, health requirements",0,no policy,0
Mauritius,MUS,PARTIAL,HISTORY_BAN,2020-03-18,0,no policy,0,no policy,0,no policy,0,no policy,1,Reunion,0,no policy,0,no policy,0,no policy,0,no policy,0
Malawi,MWI,PARTIAL,BORDER_CLOSURE,2020-09-01,0,no policy,1,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0
Malaysia,MYS,PARTIAL,CITIZENSHIP_BAN,2020-09-07,0,no policy,0,no policy,0,no policy,1,"United States, Brazil, India, Russia, Peru, Colombia, South Africa, Mexico, Spain, Argentina, Chile, Iran, the UK, Bangladesh, Saudi Arabia, Pakistan, France, Turkey, Italy, Germany, Iraq, the Philippines, Indonesia",0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0
Mayotte,MYT,PARTIAL,BORDER_CLOSURE,2020-03-20,1,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0
Namibia,NAM,COMPLETE,CITIZEN_EXCEP,2020-08-29,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,1,"Citizens, Namibian Nationals",0,no policy,0
New Caledonia,NCL,COMPLETE,SPECIFIC_COUNTRY,2020-03-20,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,1,"citizens, permanent residents, family members of citizens and permanent residents",1,Wallis and Futuna,0
Niger,NER,PARTIAL,BORDER_CLOSURE,2020-03-20,1,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0
Norfolk Island,NFK,COMPLETE,SPECIFIC_COUNTRY,2020-07-10,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,1,residents,1,Australia,0
Nigeria,NGA,COMPLETE,CITIZEN_EXCEP,2020-04-22,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,1,Citizens,0,no policy,0
Nicaragua,NIC,NOPOLICYIMPLEMENTED,NONE,2001-01-01,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0
Niue,NIU,PARTIAL,BORDER_CLOSURE,2020-03-20,1,"Passengers who have been in Australia, Austria, Belgium, Bulgaria, China (People's Rep.), Chinese Taipei, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hong Kong (SAR China), Hungary, Iceland, Ireland (Rep.), Indonesia, Iran, Italy, Japan, Korea (Rep.), Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Macao (SAR China), Netherlands, Norway, Poland, Portugal, Romania, Singapore, Slovakia, Slovenia, Spain, Sweden, Switzerland, Thailand, USA or United Kingdom in the past 14 days",1,"Passengers who have been in Australia, Austria, Belgium, Bulgaria, China (People's Rep.), Chinese Taipei, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hong Kong (SAR China), Hungary, Iceland, Ireland (Rep.), Indonesia, Iran, Italy, Japan, Korea (Rep.), Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Macao (SAR China), Netherlands, Norway, Poland, Portugal, Romania, Singapore, Slovakia, Slovenia, Spain, Sweden, Switzerland, Thailand, USA or United Kingdom in the past 14 days",1,"Passengers who have been in Australia, Austria, Belgium, Bulgaria, China (People's Rep.), Chinese Taipei, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hong Kong (SAR China), Hungary, Iceland, Ireland (Rep.), Indonesia, Iran, Italy, Japan, Korea (Rep.), Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Macao (SAR China), Netherlands, Norway, Poland, Portugal, Romania, Singapore, Slovakia, Slovenia, Spain, Sweden, Switzerland, Thailand, USA or United Kingdom in the past 14 days",0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0
Netherlands,NLD,COMPLETE,SPECIFIC_COUNTRY,2020-07-01,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,1,citizens,1,"Switzerland, Liechtenstein, Norway, Iceland, Austria, Belgium, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Finland, France, Germany, Greece, Hungary, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, Sweden, Algeria, Australia, Canada, Georgia, Japan, Montenegro, Morocco, New Zealand, Rwanda, Serbia, South Korea, Thailand, Tunisia, Uruguay",0
Norway,NOR,COMPLETE,SPECIFIC_COUNTRY,2020-07-15,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,1,"citizens, family and romantic partners of citizens",1,"Austria, Belgium, Luxembourg, Netherlands, Germany, France, Spain, Portugal, Sweden, Finland, Denmark, Lithuania, Latvia, Estonia, Poland, Slovakia, Hungary, Slovenia, Italy, Greece, Czech Republic, Malta, Romania, Bulgaria, Croatia",0
Nepal,NPL,COMPLETE,CITIZEN_EXCEP,2020-04-01,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,1,selected entry,0,no policy,0
Nauru,NRU,COMPLETE,SPECIFIC_COUNTRY,2020-08-04,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,1,"citizens, essential workers",1,Australia,0
New Zealand,NZL,COMPLETE,WORK_EXCEP,2020-12-04,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,1,"residents, essential staff, medical necessities, national interest",1,"Australia, Pacific Islands",1
Oman,OMN,PARTIAL,BORDER_CLOSURE,2020-11-12,0,no policy,1,Citizens and residents now allowed to travel across Omani borders,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0
Pakistan,PAK,PARTIAL,HISTORY_BAN,2020-12-22,0,no policy,0,no policy,0,no policy,0,no policy,1,United Kingdom,0,no policy,0,no policy,0,no policy,0,no policy,0
Panama,PAN,COMPLETE,CITIZEN_EXCEP,2020-03-16,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,1,"nationals, residents",0,no policy,0
Pitcairn,PCN,COMPLETE,CITIZEN_EXCEP,2020-03-12,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,1,citizens,0,no policy,0
Peru,PER,PARTIAL,BORDER_CLOSURE,2020-11-01,1,"All countries banned, except Ecuador, Bolivia, Colombia, Chile, Panama, Uruguay, Paraguay, United States, Mexico, Brazil, Argentina, Costa Rica, Cuba, Dominican Republic, El Salvador, Jamaica, Canada",0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0
Philippines,PHL,PARTIAL,BORDER_CLOSURE,2020-07-23,1,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0
Palau,PLW,PARTIAL,BORDER_CLOSURE,2020-03-22,1,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0
Papua New Guinea,PNG,PARTIAL,BORDER_CLOSURE,2020-10-03,1,"Australia, Singapore, Hong Kong, Japan, Solomon Islands",1,no policy,1,"Motukea Port, Port Moresby, Port of Rabaul, Port of Morobe, Port of Madang. These ports are open, document does not specify which countries are able to enter.",0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0
Poland,POL,PARTIAL,BORDER_CLOSURE,2020-10-28,1,"Belize, Bosnia and Herzegovina, Montenegro, Nepal, Georgia, Jordan, Bahrain, Morocco, Israel, Qatar, Kuwait, Libya, United Arab Emirates, Albania, Argentina, Chile, Honduras, Iraq, Colombia, Costa Rica, Lebanon, North Macedonia, Maldives, Panama, Paraguay, Peru, Tunisia, Cape Verde, United States of America, Oman, Bahamas",0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0
Puerto Rico,PRI,NOPOLICYIMPLEMENTED,NONE,2001-01-01,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0
"Korea, Democratic People's Republic of",PRK,COMPLETE,ESSENTIAL_ONLY,2020-08-02,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0
Portugal,PRT,PARTIAL,BORDER_CLOSURE,2020-11-01,1,"Afghanistan, Aland Islands, Albania, Algeria, American Samoa, Andorra, Anguilla, Antarctica, Antigua and Barbuda, Argentina, Armenia, Aruba, Azerbaijan, Bahamas, Bahrain, Bangladesh, Barbados, Belarus, Belize, Benin, Bermuda, Bhutan, Bolivia, Bonaire, Sint Eustatius and Saba, Bosnia and Herzegovina, Botswana, Bouvet Island, British Indian Ocean Territory, Brunei Darussalam, Burkina Faso, Burundi, Cambodia, Cameroon, Canada, Cayman Islands, Central African Republic, Chad, Chile, Christmas Island, Cocos (Keeling) Islands, Colombia, Comoros, Congo, Democratic Republic of the Congo, Cook Islands, Costa Rica, Côte d'Ivoire, Cuba, Curaçao, Djibouti, Dominica, Dominican Republic, Ecuador, Egypt, El Salvador, Equatorial Guinea, Eritrea, Eswatini, Ethiopia, Falkland Islands (Malvinas), Faroe Islands, Fiji, French Guiana, French Polynesia, French Southern Territories, Gabon, Gambia, Georgia, Ghana, Gibraltar, Greenland, Grenada, Guadeloupe, Guam, Guatemala, Guernsey, Guinea, Guyana, Haiti, Heard Island and McDonald Islands, Holy See (Vatican City State), Honduras, India, Indonesia, Iran, Iraq, Isle of Man, Israel, Jamaica, Jersey, Jordan, Kazakhstan, Kenya, Kiribati, North Korea, Kuwait, Kyrgyzstan, Kosovo, Lao People's Democratic Republic, Lebanon, Lesotho, Liberia, Libya, North Macedonia, Madagascar, Malawi, Malaysia, Maldives, Mali, Marshall Islands, Martinique, Mauritania, Mauritius, Mayotte, Mexico, Micronesia, Federated States of, Republic of Moldova, Monaco, Mongolia, Montenegro, Montserrat, Morocco, Myanmar, Namibia, Nauru, Nepal, New Caledonia, Nicaragua, Niger, Nigeria, Niue, Norfolk Island, Northern Mariana Islands, Oman, Pakistan, Palau, Palestine, State of, Panama, Papua New Guinea, Paraguay, Peru, Philippines, Pitcairn, Puerto Rico, Qatar, Réunion, Russian Federation, Saint Barthélemy, Saint Helena, Ascension and Tristan da Cunha, Saint Kitts and Nevis, Saint Lucia, Saint Martin (French part), Saint Pierre and Miquelon, Saint Vincent and the Grenadines, Samoa, San Marino, Saudi Arabia, Senegal, Serbia, Seychelles, Sierra Leone, Sint Maarten (Dutch part), Solomon Islands, Somalia, Somaliland, South Georgia and the South Sandwich Islands, South Sudan,  Sri Lanka, Sudan, Suriname, Svalbard and Jan Mayen, Syrian Arab Republic, Taiwan, Tajikistan, United Republic of Tanzania, Timor-Leste (East Timor), Togo, Tokelau, Tonga, Trinidad and Tobago, Turkey, Turkmenistan, Turks and Caicos Islands, Tuvalu, Uganda, Ukraine, United Arab Emirates, United States Minor Outlying Islands, United States of America, Uzbekistan, Vanuatu, Venezuela, Vietnam, Virgin Islands, British, Virgin Islands, U.S., Wallis and Futuna, Western Sahara, Yemen, Zambia, Zimbabwe",0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0
Paraguay,PRY,PARTIAL,BORDER_CLOSURE,2020-08-05,1,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0
"Palestine, State of",PSE,PARTIAL,BORDER_CLOSURE,2020-09-25,1,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0
French Polynesia,PYF,COMPLETE,WORK_EXCEP,2020-07-22,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,1,"citizens, permanent residents, family members of citizens and permanent residents",1,"Andorra, Monaco, San Marino, Switzerland, United Kingdom, Holy See, Austria, Belgium, Bulgaria, Croatia, Republic of Cyprus, Czech Republic, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Ireland, Italy, Latvia, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, Sweden, ",1
Qatar,QAT,PARTIAL,BORDER_CLOSURE,2020-04-01,1,Cancellation of Doha's Hamad International Airport (DOH) extended,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0
Réunion,REU,PARTIAL,BORDER_CLOSURE,2020-03-20,1,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0
Romania,ROU,PARTIAL,BORDER_CLOSURE,2020-05-15,1,"Austria, Belgium, France, Germany, Iran, Italy, the Netherlands, Spain, Switzerland, Turkey, the UK and the USA",0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0
Russian Federation,RUS,PARTIAL,VISA_BAN,2020-08-21,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,1,Participants in the Formula 1 Russian Grand Prix will be granted free visas without any restrictions,0,no policy,0,no policy,0
Rwanda,RWA,COMPLETE,CITIZEN_EXCEP,2020-03-21,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,1,"citizens, legal residents",0,no policy,0
Saudi Arabia,SAU,PARTIAL,HISTORY_BAN,2020-06-24,0,no policy,0,no policy,0,no policy,0,no policy,1,Expatriate residents currently abroad are not permitted to return to the country until the end of the COVID-19 crisis,0,no policy,0,no policy,0,no policy,0,no policy,0
Sudan,SDN,PARTIAL,BORDER_CLOSURE,2020-12-01,1,"Ethiopia, Turkey, Egypt and the United Arab Emirates flights permitted",1,no policy,1,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0
Senegal,SEN,PARTIAL,BORDER_CLOSURE,2020-05-28,1,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0
Singapore,SGP,COMPLETE,WORK_EXCEP,2020-09-20,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,1,"citizens, permanent residents, family members of citizens and permanent residents",1,"Australia, Brunei Darussalem, China, New Zealand, Viet Nam",1
"Saint Helena, Ascension and Tristan da Cunha",SHN,COMPLETE,WORK_EXCEP,2020-03-26,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,1,"St Helena Status citizens, St Helena residents, holders of long term entry permits",0,no policy,1
Svalbard and Jan Mayen,SJM,COMPLETE,SPECIFIC_COUNTRY,2020-07-15,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,1,"Denmark, Sweden, Finland, Iceland, Austria, Belgium, Bulgaria, Croatia, Cyprus, Czech Republic, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Ireland, Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, Switzerland, United Kingdom ",0
Solomon Islands,SLB,PARTIAL,BORDER_CLOSURE,2020-06-15,1,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0
Sierra Leone,SLE,COMPLETE,ESSENTIAL_ONLY,2020-05-03,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0
El Salvador,SLV,PARTIAL,BORDER_CLOSURE,2020-03-17,1,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0
San Marino,SMR,NOPOLICYIMPLEMENTED,NONE,2001-01-01,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0
Somaliland,SOL,COMPLETE,ESSENTIAL_ONLY,2020-03-26,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0
Somalia,SOM,PARTIAL,BORDER_CLOSURE,2020-05-14,0,no policy,1,"Kenya, Ethiopia",0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0
Saint Pierre and Miquelon,SPM,PARTIAL,BORDER_CLOSURE,2020-03-23,1,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0
Serbia,SRB,COMPLETE,CITIZEN_EXCEP,2020-03-15,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,1,citizens,0,no policy,0
South Sudan,SSD,COMPLETE,ESSENTIAL_ONLY,2020-03-23,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0
Sao Tome and Principe,STP,PARTIAL,BORDER_CLOSURE,2020-07-01,1,"Afghanistan, Aland Islands, Albania, Algeria, American Samoa, Andorra, Anguilla, Antarctica, Antigua and Barbuda, Argentina, Armenia, Aruba, Australia, Austria, Azerbaijan, Bahamas, Bahrain, Bangladesh, Barbados, Belarus, Belgium, Belize, Benin, Bermuda, Bhutan, Bolivia, Bonaire, Sint Eustatius and Saba, Bosnia and Herzegovina, Botswana, Bouvet Island, British Indian Ocean Territory, Brunei Darussalam, Bulgaria, Burkina Faso, Burundi, Cambodia, Cameroon, Canada, Cayman Islands, Central African Republic, Chad, Chile, China, Christmas Island, Cocos (Keeling) Islands, Colombia, Comoros, Congo, Democratic Republic of the Congo, Cook Islands, Costa Rica, Côte d'Ivoire, Croatia, Cuba, Curaçao, Cyprus, Czech Republic, Denmark, Djibouti, Dominica, Dominican Republic, Ecuador, Egypt, El Salvador, Equatorial Guinea, Eritrea, Estonia, Eswatini, Ethiopia, Falkland Islands (Malvinas), Faroe Islands, Fiji, Finland, France, French Guiana, French Polynesia, French Southern Territories, Gabon, Gambia, Georgia, Germany, Ghana, Gibraltar, Greece, Greenland, Grenada, Guadeloupe, Guam, Guatemala, Guernsey, Guinea, Guyana, Haiti, Heard Island and McDonald Islands, Holy See (Vatican City State), Honduras, Hong Kong, Hungary, Iceland, India, Indonesia, Iran, Iraq, Ireland, Isle of Man, Israel, Italy, Jamaica, Japan, Jersey, Jordan, Kazakhstan, Kenya, Kiribati, North Korea, South Korea, Kuwait, Kyrgyzstan, Kosovo, Lao People's Democratic Republic, Latvia, Lebanon, Lesotho, Liberia, Libya, Liechtenstein, Lithuania, Luxembourg, Macao, North Macedonia, Madagascar, Malawi, Malaysia, Maldives, Mali, Malta, Marshall Islands, Martinique, Mauritania, Mauritius, Mayotte, Mexico, Micronesia, Federated States of, Republic of Moldova, Monaco, Mongolia, Montenegro, Montserrat, Morocco, Myanmar, Namibia, Nauru, Nepal, Netherlands, New Caledonia, New Zealand, Nicaragua, Niger, Nigeria, Niue, Norfolk Island, Northern Mariana Islands, Norway, Oman, Pakistan, Palau, Palestine, State of, Panama, Papua New Guinea, Paraguay, Peru, Philippines, Pitcairn, Poland, Puerto Rico, Qatar, Réunion, Romania, Russian Federation, Rwanda, Saint Barthélemy, Saint Helena, Ascension and Tristan da Cunha, Saint Kitts and Nevis, Saint Lucia, Saint Martin (French part), Saint Pierre and Miquelon, Saint Vincent and the Grenadines, Samoa, San Marino, Saudi Arabia, Senegal, Serbia, Seychelles, Sierra Leone, Singapore, Sint Maarten (Dutch part), Slovakia, Slovenia, Solomon Islands, Somalia, Somaliland, South Africa, South Georgia and the South Sandwich Islands, South Sudan, Spain, Sri Lanka, Sudan, Suriname, Svalbard and Jan Mayen, Sweden, Switzerland, Syrian Arab Republic, Taiwan, Tajikistan, United Republic of Tanzania, Thailand, Togo, Tokelau, Tonga, Trinidad and Tobago, Tunisia, Turkey, Turkmenistan, Turks and Caicos Islands, Tuvalu, Uganda, Ukraine, United Arab Emirates, United Kingdom, United States Minor Outlying Islands, United States of America, Uruguay, Uzbekistan, Vanuatu, Venezuela, Vietnam, Virgin Islands, British, Virgin Islands, U.S., Wallis and Futuna, Western Sahara, Yemen, Zambia, Zimbabwe",0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0
Suriname,SUR,COMPLETE,CITIZEN_EXCEP,2020-04-09,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,0,no policy,1,citizens,0,no policy,0
